,Buyer,Average Purchase Price
582,All Purpose Towing,101.8035294117647
583,All Season Motors Inc,59.365
584,Allan Gillis Auto Sales Limited,200.575
585,Alliance Auto Group,114.185
586,Alliance Motor Cars Limited,133.25666666666666
587,Alliance Trade Commerce,149.592
588,Allroads Auto Sales,94.26666666666668
589,Alpha Auto Access Limited,110.88833333333332
590,Alpha Auto Sales,93.754375
591,Alpha League Car Collections,124.155
592,Alqaisi Ali Khalis Kareem,29.11
593,Alsa Auto,180.2642857142857
594,Alta Auto,82.6725
595,Alta Infiniti,104.345
596,Alta Nissan Richmond Hill,104.34375
597,Alvigio Motorsport,114.84555555555556
598,Alwaliidy Cars Inc,99.89
599,Am German Automotive Services,196.52
600,Amcan Auto Group Inc,103.56699999999998
601,Ameer Autos,-4.315
602,Amherst Chrysler 1999 Limited,92.4953846153846
603,Amiral Autos,102.51899999999998
604,Amt Motors,125.47
605,An Autonation,303.545
606,Andali Specialty Cars,90.045
607,Anderson Auto Sales,122.84
608,Ang Auto Sales,123.882
609,Angelo Lorelli Service Centre Limited,116.69
610,Anmol Auto Sales Limited,-2.0299999999999976
611,Anthonys Auto Body,48.55
612,Apex Autos,38.02333333333333
613,Apex Autos Inc,108.5
614,Apex Cars,87.22999999999999
615,Apollo Motors Pre Owned,-35.75
616,Applewood Chevrolet,115.99
617,Applewood Chevrolet Buick Gmc,151.35666666666668
618,Applewood Financial,98.24285714285712
619,Applewood Kia,89.15333333333335
620,Applewood Kia Langley,110.98685185185184
621,Applewood Motors Inc - Applewood Kia,110.835625
622,Applewood Nissan Inc,115.28
623,Applewood Nissan Langley - 1268839 Bc Limited,105.89499999999998
624,Applewood Nissan Richmond,80.44
625,Applewood Nissan Surrey,135.155
626,Approval Team Inc,109.07291666666669
627,Approved Autoloans - 1888601 Ontario Inc,114.26
628,Ar Auto,132.224
629,Ar Motorsport Limited,122.19
630,Arak Auto Inc,94.99333333333334
631,Arboriculture De Beauce Inc,265.6933333333333
632,Archer Auto Sales,97.72
633,Aris Motors,99.66083333333334
634,Ark Motors Limited,188.98
635,Armin Auto Sales Corp,96.82333333333334
636,Armo Auto Sales Inc,282.54
637,Arrow Classic Garage Limited,109.07
638,Arrowhead Motors Limited,127.33
639,Ars Toronto,92.57
640,Arty Group Inc,132.14499999999998
641,Arya Fine Motors Inc,81.11363636363636
642,Arzoi Autos Inc,106.40037037037035
643,As-Salam Auto Service Inc,-100.0
644,Ascent Motorsports,93.98666666666668
645,Asd Automotive - 2370453 Ontario Inc,104.68
646,Asg Auto,56.95
647,Ash Autos,135.28
648,Aspec Auto Group Inc,44.760000000000005
649,Aspen Ford Sales Limited,87.96
650,Associated Auto Auction Limited,118.28
651,Atelier De Debosselage Bristol,1.89
652,Atk Auto Sale,9.43
653,Atlantes Auto,164.035
654,Atlantes-Auto - 9304-9195 Quebec Inc,66.10222222222222
655,Atlantic Auto Cars,197.71
656,Atlantic Auto Centre,93.786
657,Atlantic Auto Sales Inc,173.5233333333333
658,Atlantic Dodge Chrysler Jeep,75.15
659,Atok Motors Limited,297.555
660,Atria Auto Limited,178.09500000000003
661,Attrell Hyundai,78.345
662,Atwals Auto,228.79
663,Au Bel Auto 2000,108.3
664,Au Royaume Chrysler Dodge Jeep Inc,100.12
665,Auburn Auto Sales Doug Ruston,167.2175
666,Auction Direct,116.80999999999996
667,Auction Direct Bc,58.95
668,Audi Gabriel West Island,85.27
669,Audi Prestige Ddo,91.47
670,Audi Richmond,124.7025
671,Audi Royal Oak,97.1975
672,Audi Ste-Foy,104.61
673,Audi Windsor,99.41666666666669
674,Augusta Motor Group Inc,117.38666666666668
675,Aurora Reflection,87.86
676,Aurora Toyota,88.88357142857141
677,Aussie Automotive Regina Corporation,69.52
678,Auto 450 - 9276-1519 Quebec Inc,98.33357142857142
679,Auto 4950,44.34
680,Auto 77,92.26
681,Auto Ae,187.27692307692308
682,Auto Amd,96.0
683,Auto Anfield,8.04
684,Auto Apex Inc,140.45000000000002
685,Auto Approved Inc,87.64666666666666
686,Auto Ar,48.724
687,Auto Arev,123.66
688,Auto Ask 9054-2309 Qc Inc,138.608
689,Auto Avenue Inc,108.8734
690,Auto B2B,131.19
691,Auto Barn Limited,119.6325
692,Auto Bas Prix St Hyacinthe,90.12
693,Auto Bass,126.64333333333332
694,Auto Bazaar,61.45586466165414
695,Auto Broadway,-100.0
696,Auto Canada Export,116.81333333333332
697,Auto Centers Bonne Terre Llc,93.305
698,Auto City Fredericton,103.755
699,Auto Clef Dor,60.5
700,Auto Club Used Car Sales Limited,91.0
701,Auto Connect Sales Leasing Inc,104.70181818181818
702,Auto Credit Web,75.67652173913044
703,Auto Crew Sales Inc,133.81200000000004
704,Auto Cullinan,65.36
705,Auto Dc,72.615
706,Auto Deby Inc,83.98510638297873
707,Auto Deluxe Mm Inc,99.35207547169811
708,Auto Depot Inc Sudbury,106.61
709,Auto Depot Kh Inc,50.45
710,Auto Depot Mirabel,113.80526315789474
711,Auto Depot Pm Inc,119.53333333333332
712,Auto Devenzo Inc,93.76
713,Auto Diako Inc,110.122
714,Auto Diez,129.80441860465118
715,Auto Direct Montreal Inc,90.48875
716,Auto Direct Usa,99.29575757575758
717,Auto Direct Wholesale Usa,92.49
718,Auto Doctor Repair Centre Inc,113.96742857142858
719,Auto Dubai Inc,140.06
720,Auto Dyl-An Inc,116.98
721,Auto Dynamique 2012 Inc,164.50666666666666
722,Auto Eclat,103.3625
723,Auto Epix,89.46
724,Auto Etoiles Nord,70.85
725,Auto Excell,129.43714285714287
726,Auto Exceptionnelle,241.34333333333333
727,Auto Exotique,172.42333333333332
728,Auto Export Taramin Inc,131.43
729,Auto Finance Express Auto Finance Now,85.23
730,Auto Finance Greber,72.74
731,Auto Find,81.11
732,Auto Floor Inc,95.375
733,Auto Fly,81.03
734,Auto Gallery Of Winnipeg Inc,116.07208333333334
735,Auto Gebaily,106.325
736,Auto Georges Et Fils,42.9
737,Auto Grost,116.876
738,Auto H M,125.11
739,Auto Has Mecanique Inc,94.765
740,Auto Hd,96.00954545454545
741,Auto Hi Tech,114.77
742,Auto House Limited,157.87823529411767
743,Auto Importee Simon Inc,95.98
744,Auto In,100.14555555555556
745,Auto Island Inc,94.054
746,Auto Jo-Na Senc,116.0326923076923
747,Auto Juste Prix,72.25
748,Auto Karetta,97.59333333333332
749,Auto Karmel,207.92
750,Auto Kleen 9201-1618 Qc Inc,98.57135135135135
751,Auto Konnect,94.31916666666666
752,Auto Lacordaire,96.818
753,Auto Link Motors,69.38
754,Auto Liquidators Calgary Limited,211.07
755,Auto List Of Canada,110.176
756,Auto Ljn,89.94266666666665
757,Auto Loan Services,84.26
758,Auto Locators Inc,127.07307692307694
759,Auto Look,96.88
760,Auto Mak,232.14
761,Auto Malek,94.77666666666666
762,Auto Marco Polo Inc,49.1125
763,Auto Market Okanagan,97.57
764,Auto Mb,117.73769230769231
765,Auto Mm2016 Inc,67.5957142857143
766,Auto Model Group Manitoba,86.32833333333333
767,Auto Morad,73.04999999999998
768,Auto Motion,97.01
769,Auto Motion Used Vehicles,90.96
770,Auto Moto Of Ontario,90.17
771,Auto Moto Of Ontario Inc,166.8788888888889
772,Auto Mrj,109.57
773,Auto Nexus Limited,92.70285714285714
774,Auto Noor Inc,175.60333333333332
775,Auto Nova Mtl Inc,103.454
776,Auto One,115.03
777,Auto One Group Limited,500.0
778,Auto Ontario Motors,256.07
779,Auto Papi Plus Inc,72.99928571428572
780,Auto Perk Inc,86.47
781,Auto Planet Direct Performance Group,121.925
782,Auto Plus,129.14
783,Auto Pocket,79.21000000000001
784,Auto Pour Vous,174.31499999999997
785,Auto Prestige Montreal Inc,127.93
786,Auto Price Canada,95.8053846153846
787,Auto Primo,96.90333333333336
788,Auto Pro Max,100.9
789,Auto Ralph,95.04
790,Auto Ram,58.275
791,Auto Reflex - 9409-9157 Qc Inc,103.70428571428572
792,Auto Reflex9409-9157 Qc Inc,-100.0
793,Auto Reps,60.455714285714286
794,Auto Rinox,120.17266666666666
795,Auto Rm Dib,71.55250000000001
796,Auto Roco - 9411-0343 Quebec Inc,116.78566666666666
797,Auto Rover Inc,118.88444444444444
798,Auto Saleen Inc,116.29
799,Auto Scout 514,72.54
800,Auto Selection,141.81
801,Auto Show Sales Finance,110.145
802,Auto Sline,105.13
803,Auto Soniq,104.94857142857144
804,Auto Speed,95.135
805,Auto Star 2007,81.86
806,Auto Strasse,79.77
807,Auto Sur Commande Rive Nord,99.36
808,Auto Tia,86.53666666666668
809,Auto Trust Inc,139.54999999999998
810,Auto Unik 2000,189.665
811,Auto Val,164.26
812,Auto Vantage,76.205
813,Auto Varsity,72.221
814,Auto Vatche,60.295
815,Auto Veloce,92.32
816,Auto Via,101.79057142857144
817,Auto Wholesale Direct Inc,52.74
818,Auto World Truro Limited,78.45
819,Auto X,60.21
820,Auto Zenata Inc,83.06
821,Autoalexca,69.09916666666666
822,Autobahn,48.675
823,Autobahn Tires Of Pickering,95.385
824,Autobase,99.19625
825,Autobel Inc,93.695
826,Autobiz Express,107.42666666666666
827,Autochoice Sales,83.09
828,Autoclass,87.685
829,Autocorrect Motors Corp,197.23
830,Autodome Fine Cars Inc,180.26071428571427
831,Autofax,170.6925
832,Autofia,115.35432432432432
833,Autoflash - Les Autos Flash Euro 2 Inc,110.075
834,Autogogo,106.425
835,Autohaus Rims And Tires,92.676
836,Autohouse Used Cars Inc,106.9975
837,Autokar,95.8
838,Automania Inc,79.24
839,Automax Centre,92.455
840,Automaxx Automotive Sales Limited,99.206875
841,Automaxx Pre Owned Car Center,83.10300000000001
842,Automium,42.07466666666667
843,Automobile A9,82.09
844,Automobile Adam Motors Inc,77.96
845,Automobile De Lest,41.96
846,Automobile En Directcom,99.33285714285716
847,Automobile En Directcom Inc,95.5810303030303
848,Automobile Gps Inc,205.68
849,Automobile Plaza Limited,86.78
850,Automobile Pronto Inc,109.25
851,Automobile Saint-Joseph,51.725
852,Automobiles Akil Inc,60.49
853,Automobiles Beauregard Inc,106.955
854,Automobiles Christian Beauvais Inc,91.55333333333331
855,Automobiles Christian Dionne Inc,260.05
856,Automobiles Claude Couture Inc,138.265
857,Automobiles De Baviere Inc - Grenier Bmw,100.71666666666664
858,Automobiles Deschaillons 1986 Inc,76.39500000000001
859,Automobiles Dna,101.16333333333334
860,Automobiles Fmc,104.02
861,Automobiles Intersave Inc,162.02433333333337
862,Automobiles J Poirier,100.06645161290322
863,Automobiles Kerback Inc,91.29333333333334
864,Automobiles Leandre Boutin,105.9
865,Automobiles M P Inc,109.035
866,Automobiles R Lambert Inc,101.92
867,Automobiles Rene Michaud,102.375
868,Automobiles S Ouellet,106.84958333333334
869,Automobiles Sittelle Inc,96.895
870,Automobiles St-Ambroise,133.3618181818182
871,Automobiles Streamline,105.85909090909092
872,Automobiles Trans Bec Inc,109.8375
873,Automoon Inc,82.2969230769231
874,Automotive Dna,110.145
875,Autopace Car Sales,64.60499999999999
876,Autopark Barrie,100.65600000000002
877,Autopark Georgetown,115.4775
878,Autopark Mississauga - Autopark Brampton - Buying Account,98.74
879,Autopark Mississauga Inc,119.3417021276596
880,Autopark Mississauga Inc - Autopark Brampton - Buying Account,107.545625
881,Autopark Superstore,98.55384615384617
882,Autopia Cars Inc,103.93
883,Autoplace,85.81
884,Autoplace Trading Inc,29.8
885,Autoplanet Direct,84.63204545454545
886,Autoplex Alberta,104.8928
887,Autoplex Alberta Inc,120.52142857142856
888,Autoplex Americains Importes,96.13
889,Autopolis Inc,136.9072727272727
890,Autoport Auto Sales,136.5425
891,Autoprice Canada,95.09142857142857
892,Autoquebec Occasion Levis Inc,119.47600000000004
893,Autorama,81.87307692307694
894,Autorama 2000 Inc,114.51887473460722
895,Autorama Drummond,92.465
896,Autorebex - 1618766 Ontario Inc,96.1332142857143
897,Autorebex Sales Service Centre,66.75666666666667
898,Autorev,114.15130081300812
899,Autoronto Auto Sales,196.98
900,Autos Deslo,98.565
901,Autos Glp Inc,82.56
902,Autos J G Pinard Fils Ltee,92.86
903,Autos Jk,40.80555555555556
904,Autos Plus Gem - Location Dautos Gem Inc,82.59
905,Autos Sawyer Inc,199.015
906,Autos Xpert Du Nord Inc,112.77
907,Autos Yaya,159.6927272727273
908,Autosdj Inc,107.17478260869564
909,Autoseller,224.37
910,Autosmart Gta,137.1266666666667
911,Autosmarto,105.62
912,Autospace Incorporated - Deals On Wheelz,85.76971459934137
913,Autotech Emporium,95.51130434782608
914,Autotek Car Sales Service 1996 Limited - Autoprice Canada,93.51
915,Autovilla Car Sales Inc,71.9
916,Autoway,115.525
917,Autoway Internet Services Inc,103.8022222222222
918,Autoxl,47.29
919,Autoyou Sales,117.40772727272726
920,Autozhai,73.80529411764707
921,Autozone Motors,221.735
922,Avantage Chrysler Inc,85.78
923,Avantage Honda,88.96000000000001
924,Avilon Auto Sales Limited,110.91684210526316
925,Azores Auto Group Inc,116.0925
926,Azores Car Sales Limited,153.67399999999998
927,Azro Tireland,42.645
928,Azure Auto Gallery,17.71
929,B Clark Specialty Cars,-100.0
930,B R Saab Auto Sale,113.78
931,B Town Auto Sales,80.12
932,Baaz Motorsports Limited,80.21000000000001
933,Baba Auto,98.88125
934,Baba Cars,100.765
935,Baccalieu Auto Sales Limited,372.5333333333333
936,Badaan Auto Group,63.6
937,Banbury Auto Group,322.44
938,Bank Street Kia By Dilawri,133.63000000000002
939,Bannister Chevrolet Cadillac Kamloops Limited,118.39854166666667
940,Bannister Gm Chilliwack,70.72333333333334
941,Bannister Gm Penticton,106.82333333333334
942,Bannister Gm Vernon,271.54
943,Bannister Imports Limited Dba Bannister Hyundai Chilliwack,119.12
944,Bannister Kia Penticton,122.20000000000002
945,Bannister Ventures Limited - Chilliwack Kia,128.12636363636364
946,Bardi Auto Inc,153.83
947,Bargain Auto Centre Edmonton,95.91
948,Baril Ford Lincoln Inc,95.247
949,Barnabe De St Jean Chrysler Dodge Jeep Ram Inc,97.41875
950,Barnes Wheaton Chevrolet Buick Gmc Limited,104.032
951,Barons Auto Limited,117.37666666666668
952,Barrhaven Chrysler Dodge Jeep Ram,104.8775
953,Barrhaven Ford Inc,104.1975
954,Barrie Kia,113.61714285714284
955,Barrie Recreation Limited,140.50071428571428
956,Barry E Kirkey Auto Sales,124.27
957,Barts Used Cars,76.32
958,Basant Motors Limited,130.35153846153847
959,Bay King Motors,99.26
960,Bayfield Ford Lincoln,96.23117647058822
961,Bayside Auto Sales Limited,54.87
962,Bayside Nissan,115.69333333333334
963,Baz Auto Pre Owned Cars And Trucks,101.96500000000002
964,Bc Motors Sport Limited,101.18666666666668
965,Bc Prestige Motor Group Limited,132.16
966,Bcs Auto Sales,108.6375
967,Beattie Dodge,115.55066666666669
968,Beauce Auto,104.6575
969,Beauce Mitsubishi,97.095
970,Beausejour Chevrolet Buick Gmc Limited,87.43
971,Beck Automotive Limited,306.35
972,Beeton Trucks And Minivan Store,123.64583333333331
973,Belanger Chrysler Dodge Jeep Ram Inc,92.41
974,Bell Auto Inc,126.95000000000005
975,Bell Neck Motors,135.77
976,Bellagio Ventures Limited,270.68375000000003
977,Belle River Auto Centre,61.245000000000005
978,Belleau Auto Inc,115.62649484536082
979,Belnic Auto Performance Limited,88.41
980,Belvedere Nissan Inc,96.2175
981,Belvedere Nissan St Jerome,118.61380952380954
982,Ben R Auto Sales,91.51
983,Bennett Auto Sales,91.135
984,Bennett Dunlop Ford,115.906
985,Benson Auto Sales Limited,129.85
986,Berends Jason And Berends Robin,23.795
987,Berkshire Group Inc,359.27
988,Bernards Quality Cars,96.26
989,Bernier Automobiles,121.28
990,Bernieres Automobiles Inc,105.1475
991,Bero Investments Limited,119.85444444444444
992,Best Auto Selection,93.745
993,Best Buy Auto Inc,65.03333333333333
994,Best Buy Truck Sales Inc,238.201
995,Best Choice Group,83.89
996,Best Deal Auto,127.72151515151516
997,Best Deal Auto Inc,114.1858823529412
998,Best Deal Auto Sales Inc,93.72
999,Best Deals Auto,138.54500000000002
1000,Best One Contractinginc,54.77
1001,Best Ride Auto Sales,123.1875
1002,Bg Sales,110.96882352941176
1003,Bhc Used Vehicles Financing,163.23333333333332
1004,Bidbuy Frontline,93.88666666666668
1005,Bill Spencer Chevrolet Limited,100.18615384615386
1006,Billco Trading Inc,20.56
1007,Billionaire Boss Prestige Inc,174.22
1008,Binder Auto Sales Inc,109.43
1009,Bing Mohan,-4.71
1010,Binng Daniel Karm,72.43
1011,Birchwood Auto Group - The Megill-Stephenson Company Limited,107.17546012269938
1012,Birchwood Auto Group Partnership,94.9196153846154
1013,Birchwood Automotive,100.59933333333332
1014,Birchwood Export,153.125625
1015,Birchwood Infiniti Nissan,81.864375
1016,Bisa Inc,164.525
1017,Bisa Moto,132.74333333333334
1018,Bisson Chevrolet Buick Gmc Inc,86.86500000000001
1019,Bjm Enterprises Inc,110.585
1020,Bk Cars Trading,153.57
1021,Black Star Auto Inc,91.245
1022,Blackfoot Auto Source,116.27
1023,Blackline Motors,500.0
1024,Blaikies Dodge Chrysler Limited,91.74
1025,Blainville Chrysler,85.69
1026,Blazer Automotive Inc,237.62
1027,Blessing Ways Autos Inc,441.82
1028,Blitz Brothers Auto Limited,201.74
1029,Bloom Enterprise Auto,71.515
1030,Blue Chip Automobile,90.06
1031,Blue Eyes Auto Limited,111.71888888888888
1032,Blue Jay Auto Sales,87.20289855072464
1033,Blue Sky Automotive Services Inc,500.0
1034,Blue Star Motors,85.77000000000001
1035,Bluechip Automobile,94.12
1036,Blueline Auto Centre Limited,22.06
1037,Bm Truck Sales Limited,118.547
1038,Bmf Auto Groupe,69.92
1039,Bmfauto Groupe,251.3
1040,Bmw Grand River Mini Grand River,100.0
1041,Bmw Markham,102.07166666666669
1042,Bmw Northwest,118.98
1043,Bob Campbell Motors Limited,103.237
1044,Bob Campbell Motors Limited - Campbell Toyota,95.29
1045,Bodafide Auto Limited,136.5397297297297
1046,Bolt Auto Group,93.15
1047,Bonds Auto Body Limited,205.83
1048,Border City Auto Sales Service Inc,149.02625
1049,Borgys Auto Sales Leasing Limited,116.98666666666666
1050,Bos Auto Corporation,70.41
1051,Bos Goes Auto Limited,110.665
1052,Bouman Auto Gallery Limited,74.786
1053,Bouman Motors Limited,153.79642857142858
1054,Boundary Hyundai,112.74
1055,Boyce Auto Sales And Financing,79.24875
1056,Boyer Ford Lincoln Bobcaygeon Limited,94.8
1057,Br 101 Auto Sales Limited,130.35833333333332
1058,Br Motors Loan Approval Canada,112.399
1059,Br Saab Auto Sale,62.5275
1060,Bracklands Auto Sales Limited,77.12
1061,Brad Westcott Used Cars,87.80999999999999
1062,Brampton Auto Center,86.92
1063,Brampton Chrysler Dodge Jeep,78.675
1064,Brampton Mitsubishi,99.238
1065,Brampton Motors,174.51
1066,Brandons Auto Center Inc,120.854
1067,Braneida Auto Body Limited,79.53
1068,Brantford Honda - Brantford Auto Lp,90.36
1069,Brascar Sales,109.74
1070,Braus Auto Limited,106.15666666666668
1071,Bravo Car Care Inc,94.96
1072,Breakaway Investments Inc - Woodstock Toyota,105.79099999999998
1073,Brentridge Fordquicklane Wetaskiwin,122.355
1074,Breslau Auto Sales Limited,135.98333333333332
1075,Breton Toyota,88.67125
1076,Brian Elsliger,91.99
1077,Bridge Fleet Llc,99.1724
1078,Bridge Valley,103.34643209876543
1079,Bridge Valley Associates Inc,93.56642857142856
1080,Bridgeview Motors Limited,73.04
1081,Bridgewater Honda,81.066
1082,Bright Spot Auto Sales,47.78
1083,Brightcity Auto Sales Limited,221.25
1084,Brks Auto,106.4152336448598
1085,Brockville Hyundai,145.37
1086,Brothers Deals On Wheels,121.307
1087,Brown Bros Ford Lincoln,114.67142857142858
1088,Brown Bros Ford Lincoln Sales Service,114.06
1089,Browns Volkswagen - Sherwood Autohaus Limited,105.00113207547167
1090,Brtt Auto Sales,106.75666666666666
1091,Bruce Auto Group - Ford,85.76
1092,Bruce Auto Group - Gm Middleton,105.85
1093,Bruce Auto Group - Mazda,117.285
1094,Bruce Auto Group - Nissan,102.22
1095,Bruce Chevrolet Buick Gmc Limited,83.905
1096,Bruce Dodge Yarmouth,89.25
1097,Bryans Auction Services Limited,270.20666666666665
1098,Bryden Financing And Auto Sales Inc,89.92750000000001
1099,Bsa Auto,-4.840000000000003
1100,Buckhead Auto Sales,-95.88
1101,Buckingham Chrysler Dodge Jeep,92.78
1102,Budds Bmw Hamilton,88.75258620689655
1103,Budget Auto Sales,107.67
1104,Budget Hanover,96.30230769230768
1105,Bullock Car Truck Sales Limited,88.16499999999999
1106,Burrell Auto,103.98333333333332
1107,Bushells Auto Sales,108.22222222222224
1108,Bustard Chrysler,106.5624
1109,Bustard Chrysler Dodge Jeep,104.50133333333332
1110,Butterfield Limited Partnership - Ezee Wheelz,157.537
1111,Buy Metro Preowned Auto Sales Limited,96.775
1112,Buy Metro Preowned Auto Sales Limited,99.89698863636364
1113,Buyrite Cars D P,250.2475
1114,Bvc Best Vehicles Canada Inc,93.02333333333333
1115,Byblos Auto Inc,205.3
1116,Bytek Volkswagen,117.11
1117,C N Autobody Limited,250.88
1118,C W Auto King Inc,105.24666666666668
1119,C-Tech Automotive Limited,43.074
1120,Ca Auto Sales,75.15333333333332
1121,Caa Saskatchewan,81.9
1122,Cad4 Motors Inc,181.166
1123,Calgary Auto Quest Inc,84.28625
1124,Calgary Auto Sales,181.81
1125,California Classic Cars,89.325
1126,Callan Motors,91.755
1127,Cam Clark Ford Richmond Limited,89.7
1128,Cambridge Kia,103.53166666666668
1129,Camions C B,76.842
1130,Camions Commerciaux Lemieux,85.73
1131,Camions Uni Pro,173.31
1132,Campbell Ford,90.97
1133,Campbells Auto Sales 2015 Limited,144.72894736842102
1134,Campus Honda Victoria,125.425
1135,Campus Nissan Victoria,159.105
1136,Cams Custom Sales,111.26
1137,Can Am Vehicle Exchange Inc,122.08400000000002
1138,Can-Am Auto Inc,107.12222222222222
1139,Canada Auto Remarketing Superstore - 392268 Alberta Limited,92.43333333333334
1140,Canada Autos Selection Inc,89.83741935483872
1141,Canada Budget Cars,102.80714285714284
1142,Canada Car Shop Limited,100.7825
1143,Canada Cars,125.9
1144,Canada Gt Services Inc,123.16
1145,Canada Motor Products Cmp Inc,51.25
1146,Canada Motors,94.4525
1147,Canadian Approval Center,91.56
1148,Canadian Auto Marine Corp,5.25
1149,Canadian Auto Transport,87.3
1150,Canadian Autohaus,67.49
1151,Canadian Automotive World,64.1775
1152,Canadian Car And Truck Rental Limited,88.1
1153,Canadian Fine Motors Inc,100.20926829268292
1154,Canadian General Auto Centre,90.5
1155,Canadian Sk Auto Sales Limited,138.4125
1156,Canadian Trust Auto Limited,102.23
1157,Canadiangt Auto Sales Inc,92.61588235294116
1158,Canam Motors Inc,100.3625
1159,Canbec Automobiles Inc - Mini Montreal Centre,101.83
1160,Canbuycars Inc,125.671
1161,Candiac Toyota,90.26
1162,Cankurd Automotive Services,144.35857142857145
1163,Canway Investments Limited,89.33500000000001
1164,Canwell Motors Limited,82.13
1165,Canwest Auto Inc,57.44585365853659
1166,Canyon Creek Toyota,117.18000000000002
1167,Caper Auto Sales,92.79
1168,Capital Auto Sales Repairs,139.20921568627452
1169,Capital Car Truck Sales Limited,117.51
1170,Capital Chrysler Jeep Dodge,86.06545454545454
1171,Capital City Auto 1992 Limited,-100.0
1172,Capital Dodge,100.86444444444444
1173,Capital Ford Lincoln Inc,108.08
1174,Capital Gmc Buick Cadillac Limited,108.27
1175,Capital Motors,129.116
1176,Car Ace Motors Limited,129.2903125
1177,Car Approved Now - Mr Hemi,115.6377777777778
1178,Car Central Inc,89.995
1179,Car City,134.886
1180,Car Connect Inc,104.26
1181,Car Connection Toronto,105.478125
1182,Car Country Limited,119.57083333333334
1183,Car Deals 4 U,88.482
1184,Car Discount,119.3825
1185,Car First Auto Sale Inc,74.05
1186,Car Loan Masters,93.074
1187,Car Match Auto Group Inc,96.102
1188,Car Maxx Auto Limited,58.38
1189,Car Nova,107.38
1190,Car Nova Auto Sales,75.33
1191,Car Series Group Inc,70.7
1192,Car Squad Limited,115.84333333333336
1193,Car West Leasing And Fleet,79.86500000000001
1194,Car4U Motors Limited,104.07872727272724
1195,Carbuyers Inc,110.29857142857142
1196,Carculus Inc,143.15500000000003
1197,Cardin Auto Inc,125.71
1198,Cargem Auto Sales,114.785
1199,Carget Supercentre,101.366
1200,Carhub Caledon Chrysler,96.30444444444444
1201,Carhub North York Chrysler,101.83263157894736
1202,Carhype Inc,132.621
1203,Cariboo Ford Limited,87.558
1204,Carimex Auto Sales And Service,113.4144
1205,Carisma Private Sale Motors,104.2675
1206,Carl Automobiles Yamaska Inc,87.36
1207,Carl Cox Quality Cars Limited,147.89
1208,Carl Noftle Auto Sales,97.85
1209,Carline Automotive Corp,116.41304347826087
1210,Carman Ford Sales Limited,96.935
1211,Carmax Auto Wholesale,44.79
1212,Carmens Auto Service Repairs Inc,116.97
1213,Carmichael Motors Limited,121.682
1214,Carmix Auto,80.99857142857141
1215,Carnex,93.00473684210527
1216,Caroxy Auto Sales,52.04
1217,Carpark Auto Sales Inc,41.95545454545454
1218,Carpoint Edmonton,109.13
1219,Carrefour 40-640 Volkswagen,102.22
1220,Carrosserie Chateauguay,108.72833333333335
1221,Cars 21 Motors Inc,99.79222222222222
1222,Cars 4 Sale Inc,314.25
1223,Cars And Cars Auto,89.7
1224,Cars By Kieffer Inc,141.15
1225,Cars Credit,80.906
1226,Cars For Toys,116.5
1227,Cars Galore Auto,84.78333333333335
1228,Cars Home Inc,133.32
1229,Cars In Motion Autosales Inc,294.146
1230,Cars Of All Kinds Inc,74.8
1231,Cars On Alloy Limited - Marostica Subaru,101.44333333333331
1232,Cars Valley Limited,136.08
1233,Cars4Everyone Inc,175.04800000000003
1234,Carsimple,107.71999999999998
1235,Carsmaster Auto Sales,83.11
1236,Carsnow,109.68
1237,Carson Leasing Limited,102.42221709006928
1238,Carsquare Inc,131.345
1239,Carter Motor Cars Limited - Carter Honda,138.615
1240,Carvendor,94.9
1241,Carvendor Inc,112.98615384615384
1242,Carvendorca,113.58625
1243,Carvista Inc,84.6342857142857
1244,Carwise Canada Limited,114.6522222222222
1245,Carx,115.2939175257732
1246,Carz 4 U,-100.0
1247,Casa Auto Inc,90.385
1248,Casa Operations Limited - Casa Auto Sales,132.47
1249,Cash For Trash,-18.067500000000003
1250,Cash For Wrecks Saskatoon Inc,122.615
1251,Castle Auto Dealer Inc,106.56
1252,Cavallaro Neubauer Chevrolet Inc,87.575
1253,Cca,108.53
1254,Cdjr Of Hermiston Llc,95.04666666666668
1255,Cdjt Of Hermiston Llc,112.29
1256,Cdq Auto,96.7446153846154
1257,Cedar Auto Group Inc,48.84
1258,Central Automotive,130.76666666666665
1259,Central City Auto Sales,85.78
1260,Centre Auto De Castille,90.655625
1261,Centre Credit Automobile9269-0866 Qc Inc,89.63371428571428
1262,Centre D Auto St-Michel,120.6
1263,Centre De Lauto Fernand Leblanc,103.04
1264,Centre Entretien Auto Victo,255.655
1265,Centurion Investments Inc,89.61666666666666
1266,Cg Open Road Outlet,105.285
1267,Chaabouni Auto,106.72
1268,Chalstav Enterprises Inc,94.68333333333334
1269,Champion Automotive,126.91
1270,Champion Chevrolet Inc,97.54
1271,Chandigarh Motors Limited,153.1
1272,Chap Auto Inc,500.0
1273,Chase Motors Inc,241.89
1274,Chd Motors Inc,93.11
1275,Checklist Auto,94.94
1276,Chehadi Motors Limited - Quality Motors,106.93333333333334
1277,Chehadi Motors Limited,109.855
1278,Cherry Auto Inc,109.844
1279,Chevalier Automobiles In - Action Honda,101.78375
1280,Cheyenne Motor Products Limited,78.995
1281,Chomedey Hyundai Groupe Leclair,101.825
1282,Chomedey Nissan Inc,91.98
1283,Christian Bolduc Auto Inc,89.34
