,Buyer,Average Purchase Price
1935,Honda De Blainville - 2848-7403 Quebec Inc,108.78
1936,Honda De La Capitale,104.21
1937,Honda De St-Jean,102.90818181818184
1938,Honda Downtown,108.48
1939,Honda Lachute,112.75
1940,Honda Of Thornhill,112.04863636363636
1941,Honda Shop Canada 6991831 Canada Inc,100.03
1942,Honey Motors Inc,66.1175
1943,Hot Wheels Auto Brokers Limited,51.95666666666667
1944,Hotte Automobile Inc - Hawkesbury Ford,98.16
1945,Houghton Marketing Limited,296.08
1946,House Of Motors Inc,86.615
1947,Howies Car Corral Limited,84.68
1948,Hs Auto,165.73
1949,Hs Autos,89.98560975609756
1950,Hub City Motors And Equipment Limited,117.40266666666666
1951,Hughes Auto,96.08
1952,Huile Tech,41.93
1953,Hull Chrysler Dodge Jeep Ram,78.86
1954,Hull Hyundai,82.08214285714287
1955,Hull Hyundai - 3595650 Canada Inc,112.7364
1956,Hum Auto - Yvener Pierre-Paul,144.4925
1957,Humberview Buick Gmc,89.0925
1958,Humberview Chevrolet,89.49105263157894
1959,Humberview Chevrolet Buick Gmc,100.65823529411765
1960,Humberview Inc,122.11241379310346
1961,Humberview Motorsports,102.58285714285716
1962,Hummarh Autos Inc,129.76038461538462
1963,Hunt Chrysler,78.14
1964,Hunt Club Auto Care And Sales Inc,171.8857142857143
1965,Huron Motor Products Limited,85.87
1966,Hw7 Auto,52.828947368421055
1967,Hwy 10 Auto Sales Oa Mainland Motors,116.64186813186816
1968,Hyundai Granby Principale Auto Ltee,108.8525
1969,Hyundai On Hunt Club By Dilawri,116.685
1970,Hyundai Repentigny - 168360 Canada Inc,107.23166666666668
1971,Hyundai St Jerome - 14521129 Canada Inc,109.78625
1972,Hyundai St-Constant - 8422273 Canada Inc,100.33111111111111
1973,Hyundai St-Jerome - 14521129 Canada Inc,113.215
1974,Hyundai Trois-Rivieres,100.04
1975,I E Expert Inc,107.8975
1976,I Auto Haus Sales Leasing,110.38294117647058
1977,I Auto Haus Sales And Leasing Limited,107.1575
1978,Ians Automotive,288.18
1979,Iautohaus Inc,93.5025
1980,Ib Motors,94.56
1981,Ici Autofinance 9414-7121 Quebec Inc,115.42
1982,Icon Motors Limited,109.72
1983,Iconic Auto Group,76.785
1984,Ida Auto Sales,280.68
1985,Ida Auto Sales Inc,89.0657142857143
1986,Illsley Fowlerconnell Chrysler Dodge,109.9
1987,Imaan Auto House Limited,114.06921568627452
1988,Image Automobiles Inc - Image Honda,104.19333333333331
1989,Image Honda,91.99
1990,Imageworx Auto,107.41333333333334
1991,Iman Faraji,106.57307692307693
1992,Imex Motors,86.15722222222223
1993,Impact Auto Auction Edmonton,324.33
1994,Imperial Autos,71.12
1995,Import,95.225
1996,Import Ave Auto Sales Incorporated,129.8392857142857
1997,Import Car Centre Sales Inc,103.00376811594202
1998,Import Heaven Auto Services,134.83641025641023
1999,Ina Motors,110.75000000000004
2000,Ina Motors Limited,87.935
2001,Industrial Metals 2011,-12.57136363636364
2002,Infinite Ride Auto Limited,86.35055555555556
2003,Infiniti Laval Inc,93.75
2004,Innos Trading,88.49
2005,Innovative Auto Sales Inc,158.075
2006,Inspire1 Auto Sales Inc,268.85
2007,Instant Wheels Sales Leasing,90.378
2008,Instyle Auto,86.56166666666667
2009,Integrity Motors,80.94333333333334
2010,Integrity Wholesale Limited,114.95125000000002
2011,Intercoast Truck Equipment Sales,114.5175
2012,Internationale A Expedition Inc,330.97
2013,Intrinsic Motorcars,96.64
2014,Iq Cars Inc,100.20448275862068
2015,Iron Trail Motors Llc,94.25483333333337
2016,Ishan Auto Sales Limited,96.205
2017,Island Auto Sales,84.67333333333333
2018,Island Chevrolet Buick Gmc,99.19
2019,Island Park Auto Sales Inc,101.2251612903226
2020,Issa Motors,82.62
2021,Itradegoodscom Corp,91.02
2022,Iversta Inc,86.91
2023,J B Direct Auto Sales,40.65
2024,J J Auto Sales Limited,98.799
2025,J J Truck And Auto Sales,-100.0
2026,J A Automotive,159.77
2027,J B Trucks N Stuff,293.715
2028,J Domotor Enterprises,152.56833333333336
2029,J P Motors Sales Inc,104.77391304347827
2030,J Tech Automotive,126.55
2031,J Trembletts Car Care,54.9725
2032,J Zap Llc,94.57
2033,Jackson Motors Marine,88.905
2034,Jacobson Ford Sales Limited,105.48
2035,Jacques Demers Auto Inc,110.08
2036,Jaguar Land Rover Brossard,114.695
2037,Jam Automobiles,236.394
2038,James Campbell Services - Durham Kia,103.2
2039,Janex Auto Sales Limited,109.648
2040,Janzen Chevrolet Buick Gmc,104.08
2041,Japan Dream Cars Limited,55.12
2042,Japanese Sport Car,180.6118181818182
2043,Japanese Sports Car,134.36111111111111
2044,Jasmine Auto Leasing Remarketing Inc,81.79272727272728
2045,Jay Jay Canada Enterprises,142.3661666666667
2046,Jay Moteur Inc,235.5425
2047,Jaygo Auto,107.61928571428572
2048,Jays Auto Sales - 11705237 Canada Inc,83.45
2049,Jaz Auto Inc,117.72666666666665
2050,Jb Direct Auto Sales,39.66
2051,Jb Trucks N Stuff,87.66730769230769
2052,Jc Henderson Enterprises,86.59
2053,Jc Motors Limited,156.23250000000002
2054,Jcs N Transport Inc,24.58
2055,Jcteam Auto Sales Inc,94.96833333333332
2056,Jd Myles Construction Inc,89.78
2057,Jdm Motors,141.395
2058,Jdq Motors Limited,173.62
2059,Jean Paul Lecours Limited - Lecours Ford,124.75
2060,Jean Yves Girard Inc,83.54
2061,Jeet Auto Sales,52.43666666666667
2062,Jenos Auto,146.33
2063,Jerry Pfeil Bayside Chrysler Dodge Jeep Ram Limited,96.06
2064,Jerry Pfeil Mazda,99.15
2065,Jerrys Car Sales Limited,98.43384615384616
2066,Jerrys Car Sales Limited,89.87818181818182
2067,Jesse Oyugi,171.178
2068,Jett Auction Limited,211.374
2069,Jewels Vip Motors Limited,150.7577777777778
2070,Jg Financing Auto Sales,84.47
2071,Jgs Auto Inc,86.64
2072,Jim Dejong Auto Service,18.431249999999995
2073,Jim Koumoutsidis,114.746
2074,Jim Pattison Chrysler Jeep Dodge Surrey,105.416
2075,Jim Pattison Hyundai Surrey,85.104
2076,Jim Pattison Lease,95.85
2077,Jim Pattison Lease Halifax,90.22
2078,Jim Pattison Lexus Victoria,114.765
2079,Jim Pattison Toyota Downtown,75.61
2080,Jim Pattison Toyota On Regent,96.59
2081,Jim Pattison Toyota Surrey,78.36
2082,Jim Penney Limited,95.11
2083,Jim Penney Limited - Kelly Ford,111.065
2084,Jim Perry Motor Sales,79.43
2085,Jim Thompson Chrysler - Mckeown Motors Limited,110.00986666666668
2086,Jim Thompson Chrysler Dodge Jeep,86.23
2087,Jimiline Fine Cars Limited,93.89333333333332
2088,Jimmys Auto Depot,121.36333333333334
2089,Jj Motor Cars,169.232
2090,Jn Auto,119.30666666666669
2091,Jnc Motorsports,49.76
2092,Joe Pye Motor Company,500.0
2093,Johal Wholesale Enterprises Limited,171.48166666666668
2094,John Dewars Autosource Sales Leasing Limited,91.71333333333332
2095,Johnstone Autoworx,128.89
2096,Jokers Auto Sales,113.275
2097,Joliette Dodge Chrysler Ltee,92.61
2098,Jordan Auto Sales Inc,126.75233333333335
2099,Jordan Auto Trade Limited,79.12
2100,Jot Automotive Sales Inc,194.35121951219512
2101,Jpr Automobiles Enr,302.09
2102,Jsa Autos Lux Inc,91.14
2103,Jsc Auto Sales Inc,107.9620731707317
2104,Jsl Custom Auto,113.5375
2105,Jsp Motors,96.78
2106,Jt Auto Service,182.36
2107,Jtm Motors,87.37807692307692
2108,Jubilee Ford Sales 1983 Limited,105.49
2109,Jubilee Motors,86.74
2110,Just Deals Limited,151.294
2111,Justco Enterprises Limited - Justco Auto Sales,102.45846153846156
2112,Jwg Auto Brokerage,105.675
2113,Jz Motors Inc,110.3
2114,Jzap Llc,97.535
2115,K A Autos,198.625
2116,K M S Fine Cars Inc,83.075
2117,K Mckillop Auto,81.83
2118,K W Motors,73.825
2119,K2King Auto,44.24333333333334
2120,Kaat Auto Sales,178.58249999999998
2121,Kabani Holdings Limited,71.44333333333333
2122,Kahm Holdings,94.26
2123,Kailay Motors,162.37
2124,Kamloops Honda Cars,74.75
2125,Kamocars - Kamo Group Limited,105.09
2126,Kanaf Auto,164.63333333333333
2127,Kanata Ford Sales Limited,105.5125
2128,Kar Store,98.387
2129,Kar Store - Bc,119.34712328767124
2130,Karachi Motors,72.19
2131,Karan Auto Service Limited,80.18
2132,Kars Kustoms Inc,125.265
2133,Kash Auto,108.14333333333332
2134,Kass Auto,78.88714285714286
2135,Kazz Auto Inc,118.591875
2136,Kearsley Auto Brokers,90.752
2137,Keary Coyle Motors - Saint John Toyota,106.3758139534884
2138,Kelleher Ford Sales,69.5
2139,Kelly Sons Auto Repair,57.7
2140,Kelowna Chevrolet,93.59
2141,Kelowna Empire Auto Sales - Empire Motors,153.19714285714286
2142,Kelowna Infiniti Nissan,118.335
2143,Kelowna Kia,84.75
2144,Kelowna Nissan Limited,155.02714285714285
2145,Ken Shaw Lexus Toyota,84.4562962962963
2146,Ken Shaw Toyota,108.20857142857145
2147,Kennebec Dodge Chrysler Inc,105.885
2148,Kenny U-Pull Mtl,-0.0231372549019609
2149,Kenny U-Pull Ottawa,16.70023622047244
2150,Kerrys Corner,144.83
2151,Kevin Auto Lux Inc,113.3622222222222
2152,Kevin Mcneil Autosales Limited,83.32
2153,Kevin Tennis - Blade Auto Sales Services,16.942857142857143
2154,Key Credit Solutions Inc,101.35375
2155,Key West Auto Inc,94.17600000000002
2156,Key West Ford Sales Limited,112.62333333333332
2157,Kg Auto Sales Limited,148.87
2158,Khan Imran,-10.506666666666666
2159,Khushi Auto Sales Inc,95.85
2160,Kia Gabriel Nord,133.03
2161,Kia Gabriel Ouest,91.11
2162,Kia Magog,107.1353846153846
2163,Kia Of Hamilton - Ham K Auto Lp,120.05666666666669
2164,Kia Of Prince Albert,123.04
2165,Kia Of St Catharines,107.74809523809525
2166,Kia On Hunt Club By Dilawri,101.41
2167,Kia Quebec - 9154-7323 Quebec Inc,113.345
2168,Kia Repentigny - 3296377 Canada Inc,112.954
2169,Kia Ste-Foy - 9153-7639 Quebec Inc,104.98352941176472
2170,Kia Val-Belair - 9358-5677 Qc Inc,116.68
2171,Kia Vancouver,105.76
2172,Kia Victoria,94.89
2173,Kia West,95.1218181818182
2174,Kimco Steel,-2.525217391304346
2175,Kimco Steel Sales Limited,83.24000000000001
2176,King George Nissan,117.47666666666665
2177,King Of Cars Bc Limited,94.50285714285714
2178,King Ride Auto Sales Limited,132.14499999999998
2179,Kings Auto Limited,121.9
2180,Kings Auto Sale,74.756
2181,Kings Honda,183.5975
2182,Kingsmen Auto,161.8430769230769
2183,Kingston Audi,101.94666666666669
2184,Kingston Dodge Chrysler 1980,96.535
2185,Kingsway Honda,85.73
2186,Kma Autos,118.98
2187,Kn Dynamik Solutions Corp - Reliable Cars,24.51833333333333
2188,Koch Ford Sales Athabasca Limited,90.1325
2189,Komfortmotors Inc,42.585
2190,Koppinger Auto,91.18723684210526
2191,Kouki Auto Inc,-20.75
2192,Kps Auto Service,112.50764705882357
2193,Krv Motors Inc,139.84181818181818
2194,Ks Auto,49.34333333333333
2195,Ks Automarket,182.5488636363636
2196,Kurumaya Ventures Limited,133.62
2197,Kv Cars Inc,214.24
2198,Kvm Auto,102.55
2199,Kwon Hoil,60.8
2200,L C Auto Brothers Inc,94.5
2201,L L Auto Sales,2.44
2202,L Gervais Auto,70.426875
2203,L M Remarketing Group,-100.0
2204,La Autos Inc,85.49000000000001
2205,La Belle Auto 11652818 Canada Inc,47.99666666666666
2206,La Cle D Or Autos Inc,96.21333333333332
2207,La Foire De L Auto,93.33
2208,La Nissan,119.06
2209,Lachute Ford Inc,92.5675
2210,Lafreniere Auto Sales,108.08403225806452
2211,Lafreniere Auto Sales Service Limited,87.17695652173914
2212,Lakeview Auto Sales,83.59
2213,Lakeview Automotive Service Centre,131.915
2214,Lakewood Chevrolet Limited,103.41
2215,Lako Auto Sales Limited,83.79
2216,Lallier Automobile Hull Inc,115.93
2217,Lallier Honda,115.22083333333332
2218,Lallier Honda 40-640,104.71272727272726
2219,Lallier Kia Vimont,89.41222222222223
2220,Lallier Ste-Foy Honda,88.905
2221,Lally Ford Sales,93.1525
2222,Lally Southpoint Ford,87.97857142857143
2223,Lamb Ford,158.72923076923072
2224,Lamborghini Montreal,136.17
2225,Lancaster Auto Sales,102.64688888888888
2226,Landry Auto Group,142.73812500000005
2227,Lang Motorcar Corporation,94.88
2228,Langenburg Motors,106.73761904761903
2229,Langevin Automobiles Inc,105.56
2230,Langley Bccarsca Limited,99.77
2231,Langley Chrysler,113.50717391304347
2232,Langs Car And Truck Sales,111.125
2233,Langton Auto Sales,160.5
2234,Laquerre Ford Inc,265.628
2235,Larry Hudson Chevrolet Buick Gmc,101.97727272727276
2236,Larry Hudson Chevrolet Buick Gmc Inc,102.92141791044776
2237,Laski Motors,92.87
2238,Laslos Auto Sales,172.9625
2239,Laurentian Motors Sudbury Limited - Laurentian Chrysler,117.83380952380952
2240,Lauria Motor Sales Incorporated - Lauria Hyundai,105.35166666666667
2241,Lauto Sur Route,69.9
2242,Laval Auto Depot Inc,108.29
2243,Laval Autos Hamel Inc - Acura Laval,102.75375
2244,Laval Hino Inc,80.43
2245,Laya Auto Inc,67.55333333333333
2246,Laya Auto Trading,30.8
2247,Le Roi De Lauto,110.465
2248,Lead Auto,118.99
2249,Leavens Volkswagen Inc,98.336
2250,Lecos Auto Sales Limited,83.155
2251,Leduc Automobile,106.69185185185188
2252,Lee Munros Garage,114.875
2253,Legacy Auto Group,87.795
2254,Legacy Cars - Legacy Auto Sales Inc,125.67285714285715
2255,Legacy Dodge Taber,95.66666666666669
2256,Legacy Leasing,115.01298245614036
2257,Legal Chrysler Dodge Jeep Ram,137.69
2258,Legas Empire,148.4366666666667
2259,Leggat Auto Group - Ancaster Toyota,100.44
2260,Leggat Auto Group - Blue Mountain Honda,107.77
2261,Leggat Auto Group - Leggat Kia,141.19
2262,Leggat Auto Group - Team Honda Powerhouse Of Milton,102.47
2263,Lemire Automobiles,95.64555555555556
2264,Leo Johns Car Truck Sales,80.62
2265,Leons Fine Cars Inc,90.04499999999999
2266,Les Actions Ml,94.79
2267,Les Automobiles Brisson Inc,74.2690909090909
2268,Les Automobiles Denis Brassard Inc,125.9
2269,Les Automobiles Du Lac Inc,111.38
2270,Les Automobiles Janvier,74.62299999999999
2271,Les Automobiles Laco 2006 Inc,104.68
2272,Les Automobiles Phaneuf Inc,114.17571428571428
2273,Les Automobiles Rene Chartier Inc,87.99666666666667
2274,Les Automobiles Surface 11266012 Canada Inc,105.69666666666666
2275,Les Automobiles Tasauto,150.8857142857143
2276,Les Autos Flash Euro 2 Inc,103.80769230769232
2277,Les Courtiers Automobile Norsud,76.05625
2278,Les Entreprises Steeve Duguay Inc,104.41384615384617
2279,Les Specialistes Du Financementcom,95.91266666666668
2280,Les Voitures Usagees De Mont Laurier Inc,87.97666666666667
2281,Levis Autos,95.15
2282,Lex Autos Inc,93.71
2283,Libby Auto Sales Inc,93.25
2284,Lime Auto,103.12
2285,Lindo Tibbs Auto Sales Limited,116.42
2286,Lindsay Kia - 1000650075 Ontario Limited,91.475
2287,Linva Auto Group,49.84
2288,Linwood Auto Sales,103.64
2289,Lion Motor Sales Inc,98.48
2290,Little Brothers Car Sales,97.51
2291,Lj Patterson Sales Service Limited,95.08333333333331
2292,Lloydminster Hyundai,103.682
2293,Lmc Motors,98.55885714285714
2294,Lms Auto Group Inc,106.76
2295,Lndn H Auto Lp,108.63375
2296,Lndn K Auto Lp - London Kia,97.335
2297,Location Dauto Mondial,77.655
2298,Location Dauto Scott Jd Autos,18.53
2299,Location Lake Inc,93.19976190476191
2300,Location Map Leasing,121.15955882352942
2301,Location Prestige Vip,91.615
2302,Location Pret Auto,90.05347826086954
2303,Location Talbot,84.36500000000001
2304,Location Wow,98.9525
2305,Loch Lomond Mitsubishi,79.155
2306,Loeppky Auto Sales Incorporated,83.12
2307,Logan Auto,92.25586956521738
2308,London Car Zone,97.93
2309,London Honda - Lndn H Auto Lp,127.4075
2310,London Infiniti,96.085
2311,London Infiniti - S Inf Auto Lp,103.69272727272728
2312,London Kia,107.79
2313,London Kia - Lndn K Auto Lp,117.14
2314,London Mitsubishi,96.59
2315,Londonderry Dodge Chrysler Jeep Limited,91.58333333333331
2316,Lone Star Inc,97.92666666666666
2317,Lone Star Products Inc,92.88
2318,Longmans Markham Kia,106.76
2319,Looloo Auto Sales,125.34625
2320,Lorne Auto Inc - Cargo Auto,107.67416666666666
2321,Lounsbury Automotive Limited,94.81
2322,Lounsbury Chevrolet - Miramichi,100.86
2323,Lounsburys Chevrolet,106.722
2324,Low Price Auto Sales,118.44023809523809
2325,Low Price Auto Sales Inc,85.84944444444444
2326,Loyal Auto Sales Limited,114.17
2327,Lp Autosam Inc,61.46
2328,Ltg Auto Sales Limited,-61.79999999999999
2329,Lubinski Auto Sales,66.64599999999999
2330,Lucky 13 Auto Sales Inc,82.91
2331,Lucky Motorcars Inc,111.53
2332,Lucky Stars Auto,107.63
2333,Luckydog Motors Inc,106.41333333333334
2334,Luminous Auto Group Inc,99.02416666666666
2335,Lux Motors Limited,109.511
2336,Luxe Autogroup Inc,212.21625
2337,Luxem Automobiles Inc,109.83
2338,Luxor Auto Sales,88.725
2339,Luxor Motor Sport Limited,167.797027027027
2340,Luxury Auto Group,113.68
2341,Luxury Auto Group Toronto,93.12083333333334
2342,Luxury Auto Imports Inc,110.21
2343,Luxury Auto Sports,106.75
2344,Luxury Automobiles Limited,94.86
2345,Luxury Car Expert,98.25
2346,Luxury Line Auto Inc,135.24033898305086
2347,Luxury Motorcars,106.02
2348,Luxury Trucks,167.36348837209303
2349,Luxury Wholesale,158.18333333333337
2350,Lynch Auto Group Limited,100.26
2351,Lynden Auto Depot,92.7222222222222
2352,Lynmar Auto Sales Limited,73.05
2353,Lynn Sacs Inc,197.34
2354,M A Used Cars Truck Sales Limited,197.93529411764703
2355,M E Auto,98.23434782608696
2356,M E Auto Inc,79.46
2357,M B Autosales,191.8
2358,M D Autohaus Inc,338.2442857142857
2359,M Ferland Auto Enr,101.445625
2360,M G Automobiles,76.15
2361,M Group Auto Sales Leasing,89.43
2362,M Motorsport,57.38636363636363
2363,M N Cars,73.73
2364,M T K Auto West Limited Auto West Bmw,105.06
2365,M T K Auto West Limited Mini Richmond,118.865
2366,M T K Auto West Limited - Mini Richmond,108.91
2367,M Y Auto Services Inc,88.505
2368,M3Js Motors Inc,17.55
2369,Ma Motors,85.52042553191488
2370,Maas Holdings Inc,114.94
2371,Mac Fine Cars,71.396
2372,Mach 1 Automotive Limited,56.805
2373,Mach 1 Motors Limited,163.6125
2374,Macintyre Chevrolet,90.55
2375,Mackenzie Auto Limited,95.96230769230768
2376,Macphee Ford,82.88
2377,Macsum Imports,126.98
2378,Mad Ride Motors Inc,122.964
2379,Madco Inc,164.03
2380,Maestro Motor Group,97.26611940298508
2381,Magnes Auto Group Limited,96.6331746031746
2382,Mahajanz Car Bazar Limited,115.63
2383,Main Street Truck Sales,111.45333333333332
2384,Mainland Ford,116.69521739130434
2385,Mainland Motors,111.65025974025974
2386,Maison De Lauto Dolbeau-Mistassini - 9171-1440 Qc Inc,89.6525
2387,Maison Des Autos,146.8559375
2388,Maison Kia Dolbeau-Mistassini -9068-7385 Quebec Inc,108.42
2389,Maka Chrono Auto,136.94
2390,Malake Auto Limited,137.4
2391,Malibu Motors 1995 Limited,149.7266666666667
2392,Malibu Motors Victoria,119.32944444444446
2393,Mam7 Inc,92.02666666666666
2394,Mana Auto - 12360365 Canada Inc,-31.81
2395,Manhattan Motorcars Inc,101.9218181818182
2396,Manitoulin Chrysler,120.106
2397,Mans Auto Inc,149.13666666666666
2398,Map Industries Inc,87.52000000000001
2399,Maple Auto,94.8725
2400,Maple Auto Sales,50.88222222222223
2401,Maple Leaf Motors,104.07
2402,Maple Nissan,82.71000000000001
2403,Maple Ridge Chevrolet Buick Gmc,110.15375
2404,Maple Ridge Chrysler,110.7290350877193
2405,Maplelinx Auto Sales,42.28
2406,Maples Motors Limited,110.31199999999998
2407,Mar Motors,83.0842857142857
2408,Mar Motors Limited,98.63
2409,Marala Auto Sales,304.575
2410,Maranello Bmw,123.67
2411,Marden Motors Limited,176.02800000000002
2412,Marina Auto Inc,88.82
2413,Marino Enterprises Limited,87.82666666666667
2414,Maritime Motors,126.85
2415,Maritime Vehicle Providers Limited,75.94200000000001
2416,Mark Wilsons Better Used,97.51384615384616
2417,Mark Wilsons Better Used Cars Limited,91.1175
2418,Markham Fine Cars,105.89
2419,Marks Auto Sales Inc,48.8475
2420,Marks Marine And Sled,45.80916666666667
2421,Marsh Auto Sales Llc,124.0667391304348
2422,Marshall Motors Brandon,106.91666666666669
2423,Martin Chrysler Limited,116.41
2424,Marty Smith Motors,76.38333333333333
2425,Massullo Motors Limited,84.17500000000001
2426,Master Auto 2001 Limited,94.528
2427,Match Auto Market Inc,82.64666666666666
2428,Mathews Bardier Autos Inc,81.39
2429,Matrix Lease,103.0
2430,Matrix Motors Yeg Limited,211.1577777777778
2431,Mats Auto Sales,70.12333333333333
2432,Mattys Motor Sales,79.94
2433,Max Deal Auto Sales,90.26
2434,Max Motors,97.70888888888888
2435,Maxi Auto,96.52
2436,Maxim Motorsports,92.52333333333333
2437,Mazda Boucherville,113.67125
2438,Mazda Chatel,111.095
2439,Mazda De Laval - Armand Querin Automobiles,104.01
2440,Mazda Repentigny - 3370160 Canada Inc,96.46
2441,Mazda Sittelle - Automobiles Sittelle Inc,88.185
2442,Mb Autosales,78.91499999999999
2443,Mb Motors,118.56761506276152
2444,Mb Motors Llc,106.525
2445,Mcalpine Ford Lincoln Sales Limited,106.32
2446,Mcbh,191.548
2447,Mcconnell Auto Sales,179.05
2448,Mccormacks Enterprises Limited,167.42333333333332
2449,Mccurdy Auto,146.47
2450,Mce Motors,178.83285714285714
2451,Mclachlan Automotive,97.4
2452,Mclaughlin Gm - Neepawa,153.79
2453,Mcmillan Motor Products Inc,81.495
2454,Mcnaughton Dodge Chrysler Inc,90.6325
2455,Mcphillips Holdings Winnipeg Limited - Mcphillips Toyota,102.4116
2456,Mcphillips Nissan,92.0
2457,Mcquarrie Gmc Motor Products,98.58
2458,Mcr Autosport,103.33
2459,Mcwilliam Auto Appraisal Services,98.76125
2460,Md Autohaus,93.78
2461,Md Autohaus Inc,124.197
2462,Mdk Auto Sales Inc,128.04363636363635
2463,Mechanical Edge Automotive Inc,18.32
2464,Meero Auto Recyclers Inc,78.72148148148148
2465,Megasell Motors Inc,169.305
2466,Melita Investments Inc,99.25
2467,Mem Auto Clinic Inc,95.81125
2468,Memramcook Auto Sales Inc,24.03
2469,Mendes T Lp - Bank Street Toyota,101.762
2470,Meraki Auto Inc,71.43833333333333
2471,Mercedes Benz Brampton,90.5825
2472,Mercedes Benz De Boucherville,99.49
2473,Mercedes Benz Durham,90.015
2474,Mercedes Benz Laval Auto Classique De Laval,96.765
2475,Mercedes Benz Of Yakima,97.58142857142856
2476,Mercedes Benz Peterborough,91.435
2477,Mercedes Benz Rive Sud,88.65
2478,Mercedes Benz Sherbrooke,101.09
2479,Mercedes-Benz Blainville,93.916
2480,Mercedes-Benz Brampton,101.775
2481,Mercedes-Benz Country Hills,109.16333333333334
2482,Mercedes-Benz Heritage Valley,104.33
2483,Mercedes-Benz Laval,96.41
2484,Mercedes-Benz Midtown,87.49
2485,Mercedes-Benz Thornhill,98.66333333333334
2486,Mercure Raymond,29.34
2487,Mercury Motors Sales And Leasing Limited,86.27
2488,Meridian Auto Group,81.745
2489,Messiah Motor Cars Inc,137.85666666666663
2490,Metro Ford Sales Limited,124.885
2491,Metro London Motors,64.71172413793103
2492,Mg Moto-Auto,143.11
2493,Mg Moto-Auto Corp,51.39
2494,Mg Motors,212.315
2495,Mg2010 Auto Sale Inc,68.6
2496,Mgh Auto,91.05
2497,Mgm Automobile,125.52
2498,Miamax Automotive,199.21
2499,Michael J Bilinski Auto Sales,149.82
2500,Mickaelforestal Inc,100.21333333333332
2501,Microbell Motors,88.52
2502,Mid City Auto Centre Limited,329.31
2503,Midcan Brokers Inc,108.56857142857145
2504,Midland Chrysler,99.05
2505,Midland Super Save Inc Auto Save,74.166
2506,Midland Super Saver Inc,329.605
2507,Midland Toyota,76.65333333333332
2508,Mike Fair Chev Buick Gmc Cad Limited,86.19
2509,Mike Yarek Dodge Chrysler Limited,91.885
2510,Milan Auto,67.88999999999999
2511,Milanovich Autos,86.57833333333333
2512,Milburn Sales And Services,107.848
2513,Miles End Motors Limited,107.7025
2514,Milestone Motors Llc,89.18000000000002
2515,Millenium Motors Calgary Inc,97.27625
2516,Miller Auto Sales,144.745
2517,Miller Hughes Ford Sales Limited,108.77
2518,Miller Motors Wholesale,232.66
2519,Mills Buick Gmc,97.72470588235294
2520,Mills Motors Buick Gmc Limited,90.6
2521,Millwoods Suzuki Limited,102.71351063829783
2522,Milton Chrysler Dodge Limited,94.7425
2523,Milton Motorz,127.09099999999998
2524,Milton Toyota,84.30666666666666
2525,Mint Motors Yyc,299.65
2526,Minto Auto Centre Inc,109.3
2527,Miracle Truck Car Company,135.57
2528,Mirage Automotive Sales,91.482972972973
2529,Mirage Automotive Sales Service Inc,134.11714285714285
2530,Miramichi Kia,81.17
2531,Miramichi Kia - 740662 Nb Limited,107.5235714285714
2532,Misco Ventures Limited,106.23
2533,Mississauga Auto Collection Inc,102.54384615384616
2534,Mississauga Chrysler,115.23300000000002
2535,Mississauga Fine Cars Inc,210.5575
2536,Mississauga Motorsport Inc Mms Motors,97.96333333333332
2537,Mistry Motors Leasing Custom Inc,99.235
2538,Mitsubishi Joliette,118.44444444444444
2539,Mj Calgary Motors Limited,99.47
2540,Mjs Calgary Limited,128.85166666666666
2541,Mk Auto Solutions,121.61
2542,Mkm Auto Inc,187.29
2543,Ml Auto Sport,75.055
2544,Ml Motors Limited,141.26100000000002
2545,Mmp Automotive Inc,88.66333333333334
2546,Mms Motors,108.71
2547,Mobility Auto Sales Inc,88.3257142857143
2548,Mobility Auto Sales Incorporated,103.18222222222222
2549,Modern Auto Sales Limited,129.53333333333333
2550,Moe Dupuis Ent Inc,94.66
2551,Moe Zabian Motorsports,116.55
2552,Mohamed Ahmed Mudathir Dafa,24.050000000000004
2553,Momentum Auto Inc,103.245
2554,Momentum Motors,98.65666666666664
2555,Momentum Shift Inc - Autoagents,102.25
2556,Momo Cars,44.38
2557,Momo Cars Inc,255.17777777777775
2558,Momos Auto Limited,120.76555555555557
2559,Monaco Motorcars Inc,99.31777777777776
2560,Moncton Chrysler Jeep Dodge,77.09
2561,Moncton Honda - Baig Blvd Motors Inc,101.09521739130436
2562,Monsieur Kay Auto Sales Inc,128.30333333333334
2563,Monster Motors,87.00769230769228
2564,Montplaisir Chevrolet,102.96
2565,Montreal Auto Echange Inc,104.67879999999997
2566,Montreal Motors Yyc,109.3141
2567,Monza Auto,132.745
2568,Monza Automotos,78.585
2569,Moody Thomas,-46.61
2570,Moodys Motors,105.74833333333332
2571,Moon Motors - 12420538 Canada Inc,113.10666666666668
2572,Moonstar Group Inc - Moonstar Auto Sales,96.87181818181816
2573,Moose Motors Limited,355.69
2574,Moovex Motors - 13368807 Canada Inc,107.6196551724138
2575,Morningside Nissan,81.82
2576,Morrey Infiniti Of Burnaby,116.09666666666668
2577,Morrey Nissan Of Burnaby,114.33666666666667
2578,Morrey Volvo Of Burnaby,115.55571428571427
2579,Morrison Family Motors Inc,86.58
2580,Morrow Sales And Service Limited,96.58
2581,Motomassi,115.15636363636364
2582,Motor City Auto Sales,84.01714285714286
2583,Motor City Chrysler,85.65
2584,Motor City Investments Inc,85.11
2585,Motor One Canada,72.15
